Cloudlet_ID	STATUS	DataCenter_ID	VM_ID	Time	Start_Time	Finish_Time
2737	SUCCESS	2	0	17.94	0.1	18.04
2826	SUCCESS	2	0	17.94	0.1	18.04
2795	SUCCESS	2	2	18.05	0.1	18.15
1321	SUCCESS	2	0	18.39	0.1	18.49
1842	SUCCESS	2	1	18.39	0.1	18.49
2418	SUCCESS	2	0	18.58	0.1	18.68
1183	SUCCESS	2	0	18.69	0.1	18.79
1201	SUCCESS	2	0	18.69	0.1	18.79
1241	SUCCESS	2	0	18.69	0.1	18.79
1841	SUCCESS	2	0	18.69	0.1	18.79
1886	SUCCESS	2	0	18.69	0.1	18.79
2401	SUCCESS	2	0	18.69	0.1	18.79
2443	SUCCESS	2	0	18.69	0.1	18.79
2933	SUCCESS	2	0	18.69	0.1	18.79
1334	SUCCESS	2	1	18.8	0.1	18.9
2931	SUCCESS	2	2	18.8	0.1	18.9
1311	SUCCESS	2	3	19.03	0.1	19.13
1222	SUCCESS	2	0	19.21	0.1	19.31
1224	SUCCESS	2	0	19.21	0.1	19.31
309	SUCCESS	2	1	19.21	0.1	19.31
2400	SUCCESS	2	1	19.21	0.1	19.31
2405	SUCCESS	2	0	19.4	0.1	19.5
1191	SUCCESS	2	0	19.51	0.1	19.61
1109	SUCCESS	2	3	19.51	0.1	19.61
173	SUCCESS	2	2	19.63	0.1	19.73
310	SUCCESS	2	1	19.74	0.1	19.84
1388	SUCCESS	2	1	19.74	0.1	19.84
2930	SUCCESS	2	4	19.74	0.1	19.84
2285	SUCCESS	2	0	19.85	0.1	19.95
2422	SUCCESS	2	4	19.85	0.1	19.95
1193	SUCCESS	2	0	20.15	0.1	20.25
2415	SUCCESS	2	0	20.15	0.1	20.25
1336	SUCCESS	2	0	20.26	0.1	20.36
2341	SUCCESS	2	0	20.26	0.1	20.36
2770	SUCCESS	2	2	20.37	0.1	20.47
1329	SUCCESS	2	4	20.48	0.1	20.58
1953	SUCCESS	2	0	20.62	0.1	20.72
1339	SUCCESS	2	1	20.62	0.1	20.72
1286	SUCCESS	2	3	20.8	0.1	20.9
1900	SUCCESS	2	0	20.91	0.1	21.01
2346	SUCCESS	2	4	20.91	0.1	21.01
234	SUCCESS	2	0	21.02	0.1	21.12
1716	SUCCESS	2	0	21.02	0.1	21.12
1972	SUCCESS	2	0	21.02	0.1	21.12
2373	SUCCESS	2	0	21.02	0.1	21.12
2488	SUCCESS	2	0	21.02	0.1	21.12
744	SUCCESS	2	2	21.13	0.1	21.23
1273	SUCCESS	2	1	21.54	0.1	21.64
1295	SUCCESS	2	0	21.73	0.1	21.83
1818	SUCCESS	2	0	21.73	0.1	21.83
1819	SUCCESS	2	0	21.73	0.1	21.83
2458	SUCCESS	2	0	21.73	0.1	21.83
2698	SUCCESS	2	4	21.73	0.1	21.83
2814	SUCCESS	2	1	21.98	0.1	22.08
1379	SUCCESS	2	0	22.09	0.1	22.19
2313	SUCCESS	2	4	22.09	0.1	22.19
1838	SUCCESS	2	1	22.32	0.1	22.42
150	SUCCESS	2	0	22.42	0.1	22.52
1176	SUCCESS	2	0	22.42	0.1	22.52
1235	SUCCESS	2	0	22.42	0.1	22.52
1331	SUCCESS	2	0	22.42	0.1	22.52
1809	SUCCESS	2	0	22.42	0.1	22.52
1831	SUCCESS	2	0	22.42	0.1	22.52
2411	SUCCESS	2	0	22.42	0.1	22.52
2752	SUCCESS	2	0	22.42	0.1	22.52
2841	SUCCESS	2	0	22.42	0.1	22.52
2898	SUCCESS	2	0	22.42	0.1	22.52
2934	SUCCESS	2	0	22.42	0.1	22.52
1324	SUCCESS	2	0	22.97	0.1	23.07
207	SUCCESS	2	0	23.11	0.1	23.21
1389	SUCCESS	2	0	23.11	0.1	23.21
2315	SUCCESS	2	0	23.34	0.1	23.44
2391	SUCCESS	2	0	23.34	0.1	23.44
2772	SUCCESS	2	0	23.34	0.1	23.44
1644	SUCCESS	2	1	23.34	0.1	23.44
1370	SUCCESS	2	0	23.58	0.1	23.68
2345	SUCCESS	2	6	23.58	0.1	23.68
1791	SUCCESS	2	1	23.79	0.1	23.89
1319	SUCCESS	2	0	23.94	0.1	24.04
1787	SUCCESS	2	0	23.94	0.1	24.04
1358	SUCCESS	2	0	24.4	0.1	24.5
1593	SUCCESS	2	0	24.63	0.1	24.73
1709	SUCCESS	2	0	24.63	0.1	24.73
2260	SUCCESS	2	3	24.84	0.1	24.94
1363	SUCCESS	2	0	24.98	0.1	25.08
104	SUCCESS	2	1	25.14	0.1	25.24
2815	SUCCESS	2	1	25.25	0.1	25.35
2816	SUCCESS	2	1	25.25	0.1	25.35
2364	SUCCESS	2	0	25.36	0.1	25.46
2743	SUCCESS	2	0	25.36	0.1	25.46
1946	SUCCESS	2	1	25.69	0.1	25.79
2257	SUCCESS	2	0	25.95	0.1	26.05
2256	SUCCESS	2	0	26.06	0.1	26.16
2759	SUCCESS	2	0	26.06	0.1	26.16
2433	SUCCESS	2	4	26.06	0.1	26.16
1889	SUCCESS	2	0	26.68	0.1	26.78
1338	SUCCESS	2	0	26.91	0.1	27.01
1829	SUCCESS	2	0	26.91	0.1	27.01
2910	SUCCESS	2	1	27.02	0.1	27.12
1213	SUCCESS	2	2	27.13	0.1	27.23
2424	SUCCESS	2	0	27.39	0.1	27.49
2244	SUCCESS	2	0	27.56	0.1	27.66
643	SUCCESS	2	2	27.67	0.1	27.77
2771	SUCCESS	2	0	28.26	0.1	28.36
1256	SUCCESS	2	1	28.37	0.1	28.47
189	SUCCESS	2	0	28.83	0.1	28.93
1116	SUCCESS	2	0	28.83	0.1	28.93
1267	SUCCESS	2	0	28.83	0.1	28.93
1372	SUCCESS	2	0	29.18	0.1	29.28
1740	SUCCESS	2	1	29.29	0.1	29.39
2878	SUCCESS	2	1	29.29	0.1	29.39
1268	SUCCESS	2	2	29.61	0.1	29.71
2918	SUCCESS	2	4	29.72	0.1	29.82
2268	SUCCESS	2	1	29.83	0.1	29.93
1922	SUCCESS	2	4	30.1	0.1	30.2
1281	SUCCESS	2	0	30.21	0.1	30.31
1735	SUCCESS	2	0	30.21	0.1	30.31
2282	SUCCESS	2	0	30.21	0.1	30.31
1686	SUCCESS	2	0	30.56	0.1	30.66
1221	SUCCESS	2	0	30.9	0.1	31
2754	SUCCESS	2	0	30.9	0.1	31
634	SUCCESS	2	2	31.01	0.1	31.11
2748	SUCCESS	2	1	31.12	0.1	31.22
